azure,Azure-Samples/ms-identity-java-webapp,61674188,61722350,1,2020-05-11 00:35:13,11099213,4837,2019-02-21 22:39:28,azure;azure-logic-apps;azure-functions;azure-active-directory;c#;
azure,Azure-Samples/azure-cosmos-db-cassandra-java-getting-started,56626690,56644994,0,2019-06-18 04:38:41,8198946,18654,2017-06-22 05:24:51,azure;azure-cosmosdb;azure-data-factory;python;azure-data-factory-2;
azure,Azure-Samples/cognitive-services-android-customvision-sample,54919656,62475588,0,2020-06-19 13:28:28,5050423,423,2015-06-25 15:18:43,amazon-web-services;node.js;amazon-dynamodb;aws-lambda;secondary-indexes;
azure,Azure-Samples/cognitive-services-android-customvision-sample,54919656,54989280,0,2019-03-04 14:21:34,2612496,372,2013-07-23 19:18:49,machine-learning;computer-vision;neural-network;darknet;r;
azure,Azure-Samples/ms-identity-java-desktop,60314581,60344185,0,2020-02-21 14:11:14,109739,1687,2009-05-20 01:30:43,microsoft-graph;sharepoint;office365;c#;.net;
azure,Azure-Samples/active-directory-android,55590356,55887491,0,2019-04-28 02:06:33,6049604,4058,2016-03-11 06:54:11,azure;c#;.net;azure-functions;linq;
azure,Azure-Samples/active-directory-android,43295797,43300767,0,2017-04-08 17:56:24,4504654,92,2015-01-28 16:57:46,c#;excel;vsto;azure;access-token;
azure,Azure-Samples/active-directory-android,36732143,36748238,0,2016-04-20 11:17:22,4250243,1095,2014-11-13 19:20:43,adal;azure-active-directory;azure;c#;office365;
azure,Azure-Samples/active-directory-android,37610780,37619845,1,2016-06-03 13:00:13,3307985,14576,2014-02-13 18:43:47,office365;microsoft-graph;outlook-restapi;c#;exchangewebservices;
azure,Azure-Samples/active-directory-java-webapp-openidconnect,48441398,52540278,0,2018-09-27 11:19:04,5475214,89,2015-10-22 06:55:45,unit-testing;phantomjs;typescript;karma-runner;karma-jasmine;
azure,Azure-Samples/active-directory-java-webapp-openidconnect,48441398,48449661,0,2018-01-25 15:33:58,9922,38457,2008-09-15 16:26:19,adfs;wif;single-sign-on;saml;c#;
azure,Azure-Samples/active-directory-java-webapp-openidconnect,45006441,45098586,0,2017-07-14 04:47:04,5185060,43,2015-08-03 05:32:12,azure;adal;azure-active-directory;azure-ad-b2c;
azure,Azure-Samples/active-directory-java-webapp-openidconnect,45006441,45049998,0,2017-07-12 02:28:53,4989676,18504,2015-06-09 05:13:08,azure;python;java;azure-storage-blobs;node.js;
azure,Azure-Samples/active-directory-java-webapp-openidconnect,41198310,41199705,0,2016-12-17 11:39:33,7310059,1,2016-12-17 08:34:44,
azure,Azure-Samples/compute-java-manage-vm,41353576,41438305,1,2017-01-03 04:17:29,4989676,18504,2015-06-09 05:13:08,azure;python;java;azure-storage-blobs;node.js;
azure,Azure-Samples/aad-java-manage-users-groups-and-roles,47873286,47879336,0,2017-12-18 23:46:16,6997262,15884,2016-10-11 05:43:44,azure;powershell;azure-virtual-machine;azure-cli;azure-powershell;
azure,Azure-Samples/compute-java-manage-virtual-machines-in-parallel,42302647,42305473,0,2017-02-17 15:57:43,887441,604,2011-08-10 04:02:10,java;perl;calendar;date;string;
azure,Azure-Samples/cognitive-services-qnamaker-java,62129171,62299527,1,2020-06-10 04:53:09,6475665,102,2016-06-13 12:31:29,c#;excel;epplus-4;azure;botframework;
azure,Azure-Samples/azure-cosmos-db-graph-java-getting-started,52307359,52312006,0,2018-09-13 06:42:31,1831717,36232,2012-11-17 07:41:41,gremlin;titan;tinkerpop3;tinkerpop;graph-databases;
azure,Azure-Samples/azure-cosmos-db-graph-java-getting-started,50497349,50516200,0,2018-05-24 14:46:23,8435958,435,2017-08-08 14:21:25,azure-cosmosdb;gremlin;azure;graph-databases;c#;
azure,Azure-Samples/active-directory-b2c-android-native-msal,47038195,48232353,1,2018-01-12 15:50:14,6744947,181,2016-08-22 14:56:14,android;xamarin.android;android-instant-apps;xamarin.forms;size;
azure,Azure-Samples/active-directory-b2c-android-native-msal,47038195,47044199,0,2017-10-31 17:39:47,6636967,2741,2016-07-25 16:58:50,azure-active-directory;azure;oauth-2.0;adal;c#;
azure,Azure-Samples/storage-blob-java-getting-started,57578327,57579152,1,2019-08-20 13:53:52,1110329,1085,2011-12-21 14:21:07,azure;c#;asp.net-core;.net-core;entity-framework-core;
azure,Azure-Samples/storage-blob-java-getting-started,45209985,45210265,1,2017-07-20 05:10:05,233697,4078,2009-12-17 07:27:32,azure;c#;ado.net;sql-server;oracle;
